Property reference number,Address,Postcode,Latitude,Longitude,Ratepayer,Billing Address,Rateable value,VOA code,VOA Description,Liability start date,Reliefs Granted,Discretionary Relief %,Discretionary Relief St Date,Mandatory Relief %,Mandatory Relief Start Date,Exemption_Granted,Exemption Start Date,Empty Rates,Empty Rates Start Date,Full Sbr,Buffer Sbr,Lower Multiplier,Occupied,Empty from
68236797,"Grd Flr & Bst, 354 Pellon Lane, Halifax, HX1 4QD",HX1 4QD,53.72977,-1.88532,Rms Carpets Ltd,"Fao Mr Richard Severn, 22 Newlands Grove, Northowram, Halifax, HX3 7HZ",12000,S062,Showroom And Premises,2017-04-01,SBR,,,,,,,,,Y,,,Y,
68236798,"Lwr Grd Flr, 354 Pellon Lane, Halifax, HX1 4QD",HX1 4QD,53.72977,-1.88532,,,2700,G009,Garage And Premises,2017-04-01,EX,,,,,Empty Property - RV < 15000,2017-07-01,,,,,,N,2017-07-01
68240031,"31 Pellon New Road, Halifax, HX2 0EJ",HX2 0EJ,53.72913,-1.88728,Mount Garage Ltd,,12750,C023,Car Showroom And Premises,1990-04-01,SBR DRR,100,2020-04-01,,,,,,,,Y,,Y,
68240704,"1 Spring Hall House, Pellon New Road, Halifax, HX1 4GQ",HX1 4GQ,53.72948,-1.88618,,,5500,H031,Hairdressing Salon and Premises,2018-05-01,SBR,,,,,,,,,Y,,,Y,
68240705,"2 Spring Hall House, Pellon New Road, Halifax, HX1 4GQ",HX1 4GQ,53.72948,-1.88618,,,5600,S167,Shop and Premises,2016-06-16,SBR,,,,,,,,,Y,,,Y,
68244702,"Stables Fly Laithe Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",HX3 7TH,53.75635,-1.82936,,,6800,S108,Stables,1990-04-01,SBR,,,,,,,,,Y,,,Y,
68244704,"Unit 3 Hill Top Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",HX3 7TH,53.75635,-1.82936,,,1200,W027,Workshop And Premises,2014-11-03,SBR,,,,,,,,,Y,,,Y,
68244705,"Unit 4 Hill Top Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",HX3 7TH,53.75635,-1.82936,,,2600,W027,Workshop And Premises,2011-06-01,SBR,,,,,,,,,Y,,,Y,
68244706,"Hill Top Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",HX3 7TH,53.75635,-1.82936,,,1150,L037,Land Used For Storage and Premises,2011-06-01,EX,,,,,Empty Property - RV < 15000,2011-06-01,,,,,,N,2011-06-01
68244708,"Pepper Hill Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",HX3 7TH,53.75635,-1.82936,Arb Contractors Ltd,"Pepper Hill Farm, Cross Lane, Shelf, Halifax, HX3 7TH",2500,L037,Land Used For Storage and Premises,2004-07-11,SBR,,,,,,,,,Y,,,Y,
68248700,"54 New Lane, Halifax, HX3 9AL",HX3 9AL,53.70994,-1.85099,,,4150,W027,Workshop And Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
68248702,"Unit 29, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,,,2650,G009,Garage And Premises,2014-01-07,SBR,,,,,,,,,Y,,,Y,
68248705,"Unit 22, North Phoebe Lane Ind Est, Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,Hawkhead Bray & Son Ltd,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",500,S123,Store And Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
68248709,"Siddal Hall Works, Phoebe Lane, Halifax, HX3 9AS",HX3 9AS,53.70931,-1.85126,Seymour Engineering Ltd,"Siddal Hall Works, Phoebe Lane, Siddal, HX3 9AS",8700,F024,Factory and Premises,2004-04-02,SBR,,,,,,,,,Y,,,Y,
68248713,"Unit 15, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,,,4450,W027,Workshop And Premises,2010-12-15,SBR,,,,,,,,,Y,,,Y,
68248714,"Unit 25, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,,,1075,S123,Store And Premises,2016-03-14,SBR,,,,,,,,,Y,,,Y,
68248715,"Unit 26, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,,,1075,S121,Store,2005-09-01,SBR,,,,,,,,,Y,,,Y,
68248716,"Unit 27, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,,,1075,W027,Workshop And Premises,2016-05-23,SBR,,,,,,,,,Y,,,Y,
68248717,"Unit 28, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,,,1125,S123,Store And Premises,2014-10-09,SBR,,,,,,,,,Y,,,Y,
68248721,"Lower Ground Floor Unit 5, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,Hawkhead Bray & Son Ltd,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",640,W027,Workshop And Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
68248723,"Unit 8, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,,,300,S123,Store And Premises,2010-05-11,SBR,,,,,,,,,Y,,,Y,
68248724,"Unit 10, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,,,4350,W004,Warehouse And Premises,2013-01-03,SBR,,,,,,,,,Y,,,Y,
68248725,"Unit 14, North Phoebe Lane Mills, Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,P.O.S Ltd,,6300,W027,Workshop And Premises,2001-03-15,SBR,,,,,,,,,Y,,,Y,
68248726,"Units 2 & 2A, Phoebe Lane Ind Est, Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,A.B. Terratec Ltd,,16500,F024,Factory and Premises,2000-12-18,SBR,,,,,,,,,,,Y,Y,
68248727,"Unit 32a, Phoebe Lane Ind Est, Phoebe Lane, Halifax             HX3 9EX",HX3 9EX,53.71086,-1.85441,Hawkhead Bray & Son Ltd,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",300,S123,Store And Premises,2001-04-01,EX,,,,,Rateable Value below threshold,2007-04-01,,,,,,N,2007-04-01
68248731,"Unit 32b, Phoebe Lane Ind Estate, Phoebe Lane, Halifax             HX3 9EX",HX3 9EX,53.71086,-1.85441,Hawkhead Bray & Son Ltd,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",300,S123,Store And Premises,2001-04-01,EX,,,,,Rateable Value below threshold,2007-04-01,,,,,,N,2007-04-01
68248732,"Unit 16, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,,,4650,F024,Factory and Premises,2000-04-01,SBR,,,,,,,,,Y,,,Y,
68248734,"Units 3 & 4, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,,,780,W027,Workshop And Premises,2015-12-01,SBR,,,,,,,,,Y,,,Y,
68248736,"Unit 19A, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,Hawkhead Bray & Son Ltd,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",660,O003,Office,2002-11-01,SBR,,,,,,,,,Y,,,Y,
68248737,"Units 19,19B & 20, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,Merit Projects Ltd,,4250,F024,Factory and Premises,2011-06-02,SBR,,,,,,,,,Y,,,Y,
68248744,"Unit 17, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,,,2025,F024,Factory and Premises,2014-05-09,SBR,,,,,,,,,,,Y,Y,
68248745,"Unit 35, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,Hawkhead Bray & Son Ltd,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",4700,W027,Workshop And Premises,2020-02-05,EX,,,,,Qualifying industrial hereditament,2020-02-05,,,,,,N,2020-02-05
68248746,"Unit 34, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,Ofcc (Halifax) Ltd,"Richard Cliffe, 105 Watkinson Road, Halifax, HX2 9BZ",8900,W027,Workshop And Premises,2017-12-08,SBR,,,,,,,,,Y,,,Y,
68248747,"Unit 15A, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,Halifax Air Gun Club Ltd,,4350,W027,Workshop And Premises,2013-10-01,SBR,,,,,,,,,Y,,,Y,
68248748,"Unit 36, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,Rise & Lower Ltd,"Unit 36, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",3400,S123,Store And Premises,2016-04-01,SBR,,,,,,,,,Y,,,Y,
68248749,"Unit 36A, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,East Coast Creels Ltd,,8100,S123,Store And Premises,2018-12-01,SBR,,,,,,,,,,,Y,Y,
68248750,"Ground Floor Unit 5A, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,,,980,S123,Store And Premises,2012-12-14,SBR,,,,,,,,,Y,,,Y,
68248751,"First Floor Unit 5B, Phoebe Lane Industrial Est., Halifax, HX3 9EX",HX3 9EX,53.71086,-1.85441,,,960,S123,Store And Premises,2016-04-01,SBR,,,,,,,,,Y,,,Y,
68248752,"Second Floor Unit 5C, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,,,590,S123,Store And Premises,2018-10-22,SBR,,,,,,,,,Y,,,Y,
68248753,"First Floor Unit 21B, Phoebe Lane Industrial Est, Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,,,1725,O027,Offices and Premises,2016-07-13,SBR,,,,,,,,,Y,,,Y,
68248754,"Ground Floor Unit 21, Phoebe Lane Industrial Est, Phoebe Lane, Halifax              HX3 9EX",HX3 9EX,53.71086,-1.85441,,,2100,O027,Offices and Premises,2019-02-01,SBR,,,,,,,,,Y,,,Y,
68252736,"Map Room, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",1250,E011,Exhibition Space,2017-08-01,EX,,,,,Listed Building,2017-08-05,,,,,,N,2017-08-05
68252786,"AN7/8 Arcade Level, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Gin Lane Ltd,,12750,S167,Shop and Premises,2017-08-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
68252797,"Tourist Information Centre, Arcade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,Calderdale Mbc,"Calderdale Mbc, Cafm Regen & Strategy, Princess Buildings, Princess Street, Halifax, HX1 1TP",19750,T045,Tourist Information Centre,2017-08-01,SBR,,,,,,,,,,,Y,Y,
68252798,"Public Conveniences, Cellar Level, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",3600,P043,Public Conveniences,2017-08-01,DOR,90,2020-04-01,,,,,,,,,,Y,
68252799,"Staff Room/Office, Cellar Level, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",3000,O016,Offices And Premises,2017-08-01,MCR DCR,18,2019-04-01,80,2017-08-01,,,,,,,,Y,
68252800,"Cw 17, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",2375,F043,First Aid Room,2017-08-01,MCR DCR,18,2019-04-01,80,2017-08-01,,,,,,,,Y,
68252801,"Hive Adj CW17, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",7800,E011,Exhibition Space,2017-08-01,MCR DCR,18,2019-04-01,80,2017-08-01,,,,,,,,Y,
68252802,"Cw 18, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,,,7300,S167,Shop and Premises,2019-03-02,SBR,,,,,,,,,Y,,,Y,
68252803,"Cw 19, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,,,3600,S167,Shop and Premises,2018-09-01,SBR,,,,,,,,,Y,,,Y,
68252805,"Cn 24/25/26, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",16000,S167,Shop and Premises,2017-08-01,EX,,,,,Listed Building,2017-11-01,,,,,,N,2017-11-01
68252806,"Cn 27/28/29, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",9400,O016,Offices And Premises,2017-08-01,MCR DCR,18,2019-04-01,80,2017-08-01,,,,,,,,Y,
68252807,"Ce 1/2, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Escaporium Ltd,,10500,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,Y,,,Y,
68252808,"Ce 3, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,Shop 4 Little Horrors Ltd,"5-7 Doncaster Street, Halifax, HX3 0PS",3550,S167,Shop and Premises,2019-05-01,SBR,,,,,,,,,Y,,,Y,
68252809,"Ce 4, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",5800,S167,Shop and Premises,2017-08-01,EX,,,,,Listed Building,2017-11-01,,,,,,N,2017-11-01
68252810,"Ce 5, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",4700,S167,Shop and Premises,2020-04-01,EX,,,,,Awaiting occupation,2020-04-01,,,,,,Y,2020-04-01
68252811,"Ce 6/7, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",5900,S167,Shop and Premises,2017-08-01,EX,,,,,Listed Building,2017-08-01,,,,,,N,2017-08-01
68252812,"Colonnade Function Room, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",27000,F019,Function Room And Premises,2017-08-01,EX,,,,,Listed Building,2017-11-01,,,,,,N,2017-11-01
68252813,"Cs 9, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,,,4700,S167,Shop and Premises,2019-07-13,SBR,,,,,,,,,Y,,,Y,
68252814,"Cs 10, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",3550,S167,Shop and Premises,2017-08-01,EX,,,,,Listed Building,2017-11-01,,,,,,N,2017-11-01
68252815,"Cs 11, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,,,3600,S167,Shop and Premises,2018-08-14,SBR,,,,,,,,,Y,,,Y,
68252816,"Cs 12, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,,,3000,S167,Shop and Premises,2018-07-01,SBR,,,,,,,,,Y,,,Y,
68252817,"Cs 13, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,,,3050,S167,Shop and Premises,2018-12-10,SBR,,,,,,,,,Y,,,Y,
68252818,"Cs 14, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",3600,S167,Shop and Premises,2017-08-01,EX,,,,,Listed Building,2017-11-01,,,,,,N,2017-11-01
68252819,"Cs 15, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,Replicar Ltd,,3700,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,Y,,,Y,
68252820,"Cs 16, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",7600,S167,Shop and Premises,2017-08-01,EX,,,,,Listed Building,2017-11-01,,,,,,N,2017-11-01
68252821,"RE1 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Calderdale Mbc,"Calderdale Mbc, Cafm Regen & Strategy, Princess Buildings, Princess Street, Halifax, HX1 1TP",2700,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,,,Y,Y,
68252822,"RE2 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Leaf Hx Ltd,"5 Gooder Lane, Brighouse, HD6 1HF",6700,S167,Shop and Premises,2018-11-08,SBR,,,,,,,,,Y,,,Y,
68252823,"RE3 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,,,4100,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,Y,,,Y,
68252824,"RE4 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",6800,S167,Shop and Premises,2017-08-01,EX,,,,,Listed Building,2017-11-01,,,,,,N,2017-11-01
68252825,"RE5 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Mystical And Magical,,5500,S167,Shop and Premises,2017-10-01,SBR,,,,,,,,,Y,,,Y,
68252826,"RE6 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",4250,S167,Shop and Premises,2017-08-01,EX,,,,,Listed Building,2017-11-01,,,,,,N,2017-11-01
68252827,"RE7 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Joseph Chance Ltd,,6900,S167,Shop and Premises,2017-12-01,SBR,,,,,,,,,Y,,,Y,
68252828,"RS9/10 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,E T Harvey Ltd,"9 Rawson Street, Halifax, HX1 1LH",9900,S167,Shop and Premises,2017-08-01,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
68252829,"RS11 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,,,5600,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,Y,,,Y,
68252830,"Traders Room Adj RS11, Rustic, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",1500,E011,Exhibition Space,2017-08-01,EX,,,,,Listed Building,2017-11-01,,,,,,N,2017-11-01
68252831,"RS12 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,,,4300,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,Y,,,Y,
68252832,"RS13 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,,,4400,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,Y,,,Y,
68252833,"RS14 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Yorkshire Soap Co Ltd,"Unit 34, The Raylor Centre, James Street, York, YO10 3DW",8700,S167,Shop and Premises,2017-10-01,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
68252834,"RW15/16 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Piece Hall Enterprises Ltd,"The Piece Hall, Blackledge, Halifax, HX1 1RE",8400,S167,Shop and Premises,2017-08-01,SBR DRR DOR,190,2020-04-01,,,,,,,,,Y,Y,
68252835,"RW17/18 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,The Wine Barrel Group Ltd,,8600,S167,Shop and Premises,2019-03-13,SBR,,,,,,,,,Y,,,Y,
68252836,"RW19 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Spogs & Spice Ltd,,5500,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,Y,,,Y,
68252837,"RW20/21 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Piece Hall Enterprises Ltd,"The Piece Hall, Blackledge, Halifax, HX1 1RE",8400,S167,Shop and Premises,2017-08-01,SBR DRR DOR,190,2020-04-01,,,,,,,,,Y,Y,
68252838,"RW22 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,,,2750,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,Y,,,Y,
68252841,"RN25 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,,,4100,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,Y,,,Y,
68252842,"RN26 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,,,5400,S167,Shop and Premises,2017-08-01,SBR,,,,,,,,,Y,,,Y,
68252843,"RN27 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Gin Lane Ltd,,4100,S167,Shop and Premises,2017-09-18,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
68252844,"RN28 Rustic, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Just Gaia Ltd,,5600,S167,Shop and Premises,2019-08-13,SBR,,,,,,,,,Y,,,Y,
68252846,"AE1/2 Arcade, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,,,13000,S167,Shop and Premises,2017-08-01,SBR DRR,100,2020-04-01,,,,,,,,Y,,Y,
68252847,"AE3 Arcade, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Loafers Vinyl & Coffee Ltd,,8300,S167,Shop and Premises,2019-08-01,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
68252848,"Exe 1 & 2, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,,,7300,O034,Outdoor Seating Area,2019-04-01,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
68252849,"Exe 3, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Loafers Vinyl & Coffee Ltd,,4800,O034,Outdoor Seating Area,2019-08-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
68252850,"Exn 13 & 14, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Gin Lane Ltd,,7300,O034,Outdoor Seating Area,2017-08-01,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
68252851,"Exw 9 & 10, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Piece Hall Enterprises Ltd,"The Piece Hall, Blackledge, Halifax, HX1 1RE",4800,O034,Outdoor Seating Area,2017-08-01,SBR DOR,90,2019-04-01,,,,,,,,,Y,Y,
68252852,"RN23 & RN24 Rustic Level, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,The Corner Book Shop Ltd,,13750,S167,Shop and Premises,2017-10-01,DRR SBR,100,2020-04-01,,,,,,,,Y,,Y,
68252853,"CW23, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,,,6200,S167,Shop and Premises,2017-10-17,SBR,,,,,,,,,Y,,,Y,
68252854,"CW20/21, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",8600,S167,Shop and Premises,2017-10-17,EX,,,,,Listed Building,2018-01-17,,,,,,N,2018-01-17
68252855,"CW22, The Colonnade, Piece Hall, Halifax              HX1 1RE",HX1 1RE,53.72196,-1.85749,The Piece Hall Trust,"The Piece Hall, Blackledge, Halifax, HX1 1RE",3650,S167,Shop and Premises,2017-10-17,EX,,,,,Listed Building,2018-01-17,,,,,,N,2018-01-17
68252856,"The Trading Rooms, Piece Hall, Halifax, HX1 1RE",HX1 1RE,53.72196,-1.85749,Piece Hall Enterprises Ltd,"The Piece Hall, Blackledge, Halifax, HX1 1RE",70000,R016,Restaurant And Premises,2018-11-08,DRR,100,2020-04-01,,,,,,,,,,Y,
68256701,"Pinnar Lane Quarries, Pinnar Lane, Southowram, Halifax             HX3 9TY",HX3 9TY,53.70872,-1.8424,W S Crossley [York Stone] Ltd,"David I Throp, Westfields, West Lane, Southowram, Halifax, HX3 9RG",9500,Q001,Quarry And Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
68256703,"Telecommunication Mast, Ref HX0014 Coal Pit Lane, Southowram, HX3 9RG",HX3 9RG,53.7076,-1.83124,Airwave Solutions Ltd,"C/O Gva, Business Rates (Tm), Po Box 6079, Wolverhampton, WV1 9RA",6600,C103,Communication Station and Premises,2014-02-21,SBR,,,,,,,,,,,Y,Y,
68272701,"Portland Place, Halifax, HX1 2JQ",HX1 2JQ,53.71966,-1.86027,,,17000,S062,Showroom And Premises,1990-08-02,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
68272703,"9 Portland Place, Halifax, HX1 2JQ",HX1 2JQ,53.71966,-1.86027,,,12250,O027,Offices and Premises,2018-04-16,SBR,,,,,,,,,,,Y,Y,
68272705,"Portland Place, Halifax, HX1 2QN",HX1 2QN,53.71934,-1.86058,Halifax Kitchen & Bedroom Company Ltd,,9900,S062,Showroom And Premises,2019-04-25,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
68272707,"Stores, Portland Place, Halifax, HX1 2QN",HX1 2QN,53.71934,-1.86058,,,1775,S123,Store And Premises,2017-04-28,SBR,,,,,,,,,Y,,,Y,
68272708,"Surefix Motoring Centre, Portland Place, Halifax, HX1 2QN",HX1 2QN,53.71934,-1.86058,,,22500,T035,Tyre And Exhaust Centre And Premises,2013-03-06,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
68272709,"First Floor, Surefix Motoring Centre, Portland Place, Halifax              HX1 2QN",HX1 2QN,53.71934,-1.86058,,,8300,G031,Gymnasium And Premises,2016-06-20,SBR,,,,,,,,,Y,,,Y,
68272710,"14-18 Portland Place, Halifax, HX1 2QN",HX1 2QN,53.71934,-1.86058,Smith Solicitor Llp - (In Liquidation),"C/O O'Haras Ltd, Moorend House, Snelsins Lane, Cleckheaton, BD19 3UE",16750,O016,Offices And Premises,2019-07-26,SBR,,,,,,,,,,,Y,Y,
